Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Angola,AGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,3.94495297909255,8.2903725207504,15.1594789473159,23.7333166613754,31.219903506853,36.0190094456048,40.2606009544513,49.8467733807925,50.9205995507953,51.0659203350459,52.158983265359,49.7932229515871,45.0762900524986,44.6861071385139,43.1305188834963
Angola,AGO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,0.037012588796342,0.0559665000794294,0.0734802218732119,0.0666243794327698,0.0642226494788589,0.0653037503807183,0.0816953017753633,0.0856480149490803,0.325702322775345,0.550742008581794,0.293747186659237,0.32504866557292,0.355604535662645
Angola,AGO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,1.28445298957718,1.85791791561758,3.18624421900793,4.57414692159912,5.93873181128833,8.14075808245483,8.32105861617189,10.7992997760856,11.1977495963779
Angola,AGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.464814617985909,1.1433668265595,1.5,1.7,1.9,2.3,2.8,3.1,6.5,8.9,21.4,12.4,13,14.3390793643794,..
Bangladesh,BGD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.03053686368005,6.47316669220571,13.5756631933086,24.0921838030204,30.9346576249596,35.1957419546727,46.0265553690069,56.5196796725766,64.3551699713877,76.2974562071688,82.1047375757376,84.0770862861214,86.0769063232833,94.5264734995475,100.244712514522
Bangladesh,BGD,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,0.0306392014556305,0.0346490340781358,0.217028912502102,0.280920069147012,0.313854189131777,0.397641178392564,0.998501467170199,2.00182721190552,3.1313558247094,4.17300595358874,4.57180111817845,6.34354432363312
Bangladesh,BGD,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,0.203285872180755,0.489034316529458,0.73506133361701,0.955718323259495,1.30727272641376,2.0095192848446,23.618282969186,65.215515295293,115.967150135608
Bangladesh,BGD,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.199036333744363,0.24163732563671,1,1.8,2.5,3.1,3.7,4.5,5,6.63,13.9,14.4,18.02,15,..
Bhutan,BTN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.99585952114462,5.54922703891704,12.4850549885155,22.4762211299551,37.7343797693017,49.9670510951272,57.5221406762625,69.8385110010414,79.9465778007101,76.6415999166475,86.8551084409398,92.8382032104369,94.7964458102803,97.9961451949735,93.2615577130071
Bhutan,BTN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,0.306724259357696,0.497992844117036,1.26549409703532,1.90870303967414,2.38974544635616,2.88368530504606,3.47386500337248,3.82949843105144,2.238200209581,2.24085690947646,1.43188916048506
Bhutan,BTN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,1.45878282078999,2.88476239654521,11.4027848451288,9.85585113722442,18.079259473532,19.2340453593744,36.6494776092053,118.030816773252,177.626015053142
Bhutan,BTN,Individuals using the Internet (% of population),IT.NET.USER.ZS,3.15698419613711,3.84710674490143,4.5183172581646,5.92,6.55,7.17,13.6,14.4,15.6,22.4,30.3,39.8,41.7726445321672,48.1064158774574,..
