Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.42652836102083,4.67758261127375,9.53490458100388,17.2251058060254,28.4930032440338,36.9785847858903,35.0031267231369,45.8136261570673,49.2279769673842,52.0835762736241,55.1595146342637,57.2710680715414,61.0546377144842,65.929134064576,59.1208482338053
Afghanistan,AFG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,0.000808842787006944,0.000857556812066853,0.00189157141879471,0.00184498195902841,0.00180360371565452,0.0035217699796086,0.00513953723675247,..,0.00481365136122359,0.00464833933893611,0.00449494848699135,0.0205354841804853,0.0248735043395942,0.0463134991892934,0.043040552033886
Afghanistan,AFG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,0.479690142096898,0.53125412863316,1.21945834484331,1.42549073060707,1.70808042505671,2.15031247963196,12.0396365182863,43.4478350470019,52.8618205998399
Afghanistan,AFG,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.105809030021958,1.22414808372471,2.10712364546412,1.9,1.84,3.55,4,5,5.45454545454545,5.9,7,8.26,11.2,13.5,..
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,40.5679166940428,49.5736375092733,62.3529841943624,76.5470511186889,61.9324483011498,82.8691968646319,91.3280527322887,105.852914984402,120.105857871532,126.936968582439,115.997935300322,117.659218277171,116.744444190383,125.710351924593,94.1769982724769
Albania,ALB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,0.00881168585044107,..,0.329598107843183,2.13143067621636,3.09446736144186,3.57999242204013,4.37787168714522,5.49357330712509,6.28681826165115,7.18032113330606,8.40231474482211,9.22864097548605,10.5268449941734,12.5556588523419
Albania,ALB,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,4.11943477235489,8.26106337096133,25.5137134485887,35.5774531517479,52.2653390116798,68.3860849244091,144.640261242564,443.020375805171,526.099855706299
Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.42038779776014,6.04389086404814,9.60999131577118,15.0361154084109,23.86,41.2,45,49,54.6559590399494,57.2,60.1,63.252932696931,66.363444701023,71.8470405043844,..
Algeria,DZA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,14.9345089219089,41.2110670966672,62.4177424917367,80.6706576163671,77.831842160667,92.6301415912959,91.1130734511377,97.1481784201359,100.384679017529,103.610139482209,111.238610150342,108.808940288373,116.004207697728,110.767246490382,111.664792099195
Algeria,DZA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,0.110118134428731,0.407243209626723,0.505335720975255,0.840106638656771,1.39646273972514,2.31505845621657,2.50156660608706,2.6751591488006,3.08889162030869,3.3560449304149,4.1098156875766,5.71220945415736,7.05171107319818,7.75629355772108,7.26293541541988
Algeria,DZA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,0.36133739865702,0.490979024175916,1.23047664893701,1.78289891602892,2.41498191062938,3.82601450739119,7.61995811538362,63.3257015514048,67.6084824277976
Algeria,DZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,4.63447508776537,5.84394209201256,7.37598495634886,9.45119062555304,10.18,11.23,12.5,14.9,18.2,22.5,29.5,38.2,42.9455268800332,47.6910551485548,49.0384680793271
American Samoa,ASM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,3.77004406762621,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,53.4959610549404,17.9343245036676,17.963964287639,0,430.176910254342,17.9172937719487,179.401158931487,988.852930600503,450.734697557018
American Samoa,ASM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,76.5515975027543,81.8593328007912,85.1974862025113,76.8020415074259,76.5567241420429,76.422812355706,77.555684495968,77.6672597227363,77.480679874313,79.1479931661178,83.623900117405,91.4435143761777,98.4928263710105,104.332411267386,107.282549411734
Andorra,AND,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,8.23933686585174,13.1119479630264,18.0460039756522,22.4057858836051,24.6500202713982,27.1610054106532,29.0139610889413,30.7628929991522,32.6410035546605,34.3353059152698,36.3197959930819,39.3457332940226,42.032679146668,44.5240970896482,46.311975690206
Andorra,AND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,686.80505393788,943.317372562599,1116.13912916884,978.037487310273,1098.30457121937,2025.35539859763,2833.22768024632,3415.54005792133,5194.40043632964
Andorra,AND,Individuals using the Internet (% of population),IT.NET.USER.ZS,26.8379543894637,37.6057662174867,48.9368469989479,70.87,70.04,78.53,81,81,86.4344246167258,94,95.9,96.91,97.9306371220021,91.5674670273926,..
Angola,AGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,3.94495297909255,8.2903725207504,15.1594789473159,23.7333166613754,31.219903506853,36.0190094456048,40.2606009544513,49.8467733807925,50.9205995507953,51.0659203350459,52.158983265359,49.7932229515871,45.0762900524986,44.6861071385139,43.1305188834963
Angola,AGO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,0.037012588796342,0.0559665000794294,0.0734802218732119,0.0666243794327698,0.0642226494788589,0.0653037503807183,0.0816953017753633,0.0856480149490803,0.325702322775345,0.550742008581794,0.293747186659237,0.32504866557292,0.355604535662645
Angola,AGO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,1.28445298957718,1.85791791561758,3.18624421900793,4.57414692159912,5.93873181128833,8.14075808245483,8.32105861617189,10.7992997760856,11.1977495963779
Angola,AGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.464814617985909,1.1433668265595,1.5,1.7,1.9,2.3,2.8,3.1,6.5,8.9,21.4,12.4,13,14.3390793643794,..
Antigua and Barbuda,ATG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,67.2176857199761,105.566807831584,133.21846585413,133.745507342965,159.949412742836,155.54031309801,190.81428636343,197.201214525002,140.894158767379,124.959569911272,129.687128627298,188.10251587115,190.421784252118,192.81956699432,..
Antigua and Barbuda,ATG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2.06881099382593,7.12084944454674,1.8632714258077,2.69678432866018,5.83861259763224,18.4607935812602,8.08719952742309,6.72246311048368,14.456525345928,17.0975567113947,11.6181586396145,10.6876429472244,9.79720079977149,9.43139186385262,..
Antigua and Barbuda,ATG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,681.601308674513,817.899678442181,519.859748476369,710.258315485817,777.857003954106,694.696791569587,804.0030890645,890.742564919414,841.2437945288
Antigua and Barbuda,ATG,Individuals using the Internet (% of population),IT.NET.USER.ZS,24.2665437161785,27,30,34,38,42,47,52,58,63.4,67.78,70,73,76,..
Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,35.1044186564409,56.9677456296621,80.1997654459502,101.807959546717,116.039392058315,129.642207448756,139.580017993067,146.955455524498,154.059022977643,159.63946134269,143.615831608932,143.566834038237,146.453827600425,140.877123545137,132.093151327231
Argentina,ARG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,1.41036941417291,2.38275176535294,4.03084224389803,6.55171019165138,7.77127885717023,8.67288586942184,9.85001571801394,11.0647814039036,12.3304007482087,14.814237263553,15.2904281865797,15.9158927217325,16.6016632167629,17.8499966087916,19.1015223906504
Argentina,ARG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,25.203211310809,34.0268856020468,63.3307655179964,73.8574224754747,89.9237160032342,123.272841307535,735.024765104071,1628.59139070889,1872.59091022077
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,16.0366841054923,17.7205833696065,20.9272021035896,25.9466329403819,28.1126234799907,34,45,51,55.8,59.9,64.7,68.0430641088122,70.96898082,74.29490687,..
Armenia,ARM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,6.77534058492628,10.6680745682459,42.5838832818906,63.9841602281647,49.5938599912368,75.8805467415858,134.338736858861,111.634715063733,115.206914556863,115.484844636298,118.772363359679,118.421713775139,116.975467475528,118.464230568485,121.259017970726
Armenia,ARM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,0.0333253352528726,0.0667500986995806,..,0.132986976142136,0.474580911247626,1.38111943802344,3.252541688982,5.58216161232704,7.35214271796255,8.38828708567264,9.36973481403196,9.78683346362209,10.1892176232561,10.7076868952669,11.7709354974769
Armenia,ARM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,10.4263726058876,18.7725661889396,30.1640403726611,54.528186240675,62.4913516432994,76.5667208900334,189.704462925209,271.324897472128,335.052524310788
Armenia,ARM,Individuals using the Internet (% of population),IT.NET.USER.ZS,4.8990085713054,5.25298335195804,5.63178777731609,6.02125339712607,6.21,15.3,25,32,37.5,41.9,54.6228058583362,59.1023777148789,64.34602977,64.7448843250726,..
Aruba,ABW,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,99.6475485380354,103.384950665294,108.128210722574,112.214735926972,119.187434637621,126.16430929969,129.636369001367,..,131.630265210608,134.549578805533,134.619461522154,135.133840005367,..,..,..
Aruba,ABW,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,7.05206761396437,12.2701962391659,13.8375944621854,15.802888700085,18.149529390872,18.5303829283919,18.90153340743,..,..,18.6120454831861,18.5017441748415,18.2095245397303,..,..,..
Aruba,ABW,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,88.5225584986574,127.393528408757,253.510140405616,426.526042323016,568.543180372733,757.132862441418,1172.85834159738,977.544938594993,1152.62884406443
Aruba,ABW,Individuals using the Internet (% of population),IT.NET.USER.ZS,23,25.4,28,30.9,52,58,62,69,74,78.9,83.78,88.661226932496,93.542453865048,97.17,..
Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,82.8988479625571,91.285097930772,96.2667266482425,101.643002237867,103.692610101442,102.064972078564,101.558682028298,105.550620926852,106.261156373565,107.246154823284,106.202533061789,107.677834937609,109.431295231959,111.708051619264,113.578710580609
Australia,AUS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,5.09063313944829,9.99081202108775,19.0000118384689,..,24.9152903566529,24.0036585235217,24.8705927989297,24.6339504554996,25.0393512943707,25.7192963912615,27.6991123739767,28.530238919441,30.3923155828582,32.2233982058702,30.6850082688868
Australia,AUS,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,1402.79369546223,2171.39426528817,3187.89942492269,3505.12572806905,3938.58564985066,4574.11080242501,9810.21505311893,21544.7937676257,32890.8395998795
Australia,AUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,63,66,69.45,71.67,74.25,76,79.4876977139029,79,83.453497167,84,84.560519347399,86.54,86.54504885,..
