Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,40.5679166940428,49.5736375092733,62.3529841943624,76.5470511186889,61.9324483011498,82.8691968646319,91.3280527322887,105.852914984402,120.105857871532,126.936968582439,115.997935300322,117.659218277171,116.744444190383,125.710351924593,94.1769982724769
Albania,ALB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,0.00881168585044107,..,0.329598107843183,2.13143067621636,3.09446736144186,3.57999242204013,4.37787168714522,5.49357330712509,6.28681826165115,7.18032113330606,8.40231474482211,9.22864097548605,10.5268449941734,12.5556588523419
Albania,ALB,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,4.11943477235489,8.26106337096133,25.5137134485887,35.5774531517479,52.2653390116798,68.3860849244091,144.640261242564,443.020375805171,526.099855706299
Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.42038779776014,6.04389086404814,9.60999131577118,15.0361154084109,23.86,41.2,45,49,54.6559590399494,57.2,60.1,63.252932696931,66.363444701023,71.8470405043844,..
Algeria,DZA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,14.9345089219089,41.2110670966672,62.4177424917367,80.6706576163671,77.831842160667,92.6301415912959,91.1130734511377,97.1481784201359,100.384679017529,103.610139482209,111.238610150342,108.808940288373,116.004207697728,110.767246490382,111.664792099195
Algeria,DZA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,0.110118134428731,0.407243209626723,0.505335720975255,0.840106638656771,1.39646273972514,2.31505845621657,2.50156660608706,2.6751591488006,3.08889162030869,3.3560449304149,4.1098156875766,5.71220945415736,7.05171107319818,7.75629355772108,7.26293541541988
Algeria,DZA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,0.36133739865702,0.490979024175916,1.23047664893701,1.78289891602892,2.41498191062938,3.82601450739119,7.61995811538362,63.3257015514048,67.6084824277976
Algeria,DZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,4.63447508776537,5.84394209201256,7.37598495634886,9.45119062555304,10.18,11.23,12.5,14.9,18.2,22.5,29.5,38.2,42.9455268800332,47.6910551485548,49.0384680793271
American Samoa,ASM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,3.77004406762621,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
